synapse_id	x_px	y_px	z_px	size_px	distance	detection_uncertainty	node_id	node_x_px	node_y_px	node_z_px	node_count	nearest_connector_id	nearest_connector_distance_nm	nearest_connector_x_nm	nearest_connector_y_nm	nearest_connector_z_nm
1	13251	5827	240	45	0.0438949	0.34555553860134547	92044	13323	5727	240	1	92047	452.8796749689701	53230.0	22926.0	10890.0
2	13338	5740	244	1499	0.0275899	0.330354	92040	13414	5754	244	4	92047	155.37052487521564	53230.0	22926.0	10890.0
3	13506	5818	244	37	0.113611	0.29027031563423777	92040	13414	5754	244	1	94424	745.7405715126407	53564.0	23224.0	10395.0
4	13526	5820	246	3637	0.0438741	0.320541	92038	13401	5734	246	5	94424	866.2338021573621	53564.0	23224.0	10395.0
5	13356	5717	247	2152	0.0187487	0.38823	92037	13409	5731	247	5	92047	302.6962173533062	53230.0	22926.0	10890.0
6	13554	5659	247	102	0.118446	0.441961	92037	13409	5731	247	2	92047	1052.1031318269136	53230.0	22926.0	10890.0
7	13329	5805	256	891	0.0561556	0.362447	92028	13434	5698	256	4	94594	123.54756169184401	53256.0	23328.0	11520.0
9	13316	5801	258	542	0.110241	0.476181	92026	13443	5674	258	4	94594	153.42750731208534	53256.0	23328.0	11520.0
8	13428	5539	258	1315	0.129025	0.364586	92026	13443	5674	258	5	226352	1050.8458497800711	54036.0	22482.0	12555.0
10	13337	5830	257	33	0.106031	0.51727271802497632	92027	13438	5683	257	1	94594	102.7277956543408	53256.0	23328.0	11520.0
11	13518	5764	260	3044	0.0858655	0.334234	92024	13445	5670	260	7	94594	878.7718702826121	53256.0	23328.0	11520.0
12	13513	5690	265	168	0.0654512	0.38869	92019	13446	5667	265	3	226352	688.7960510920486	54036.0	22482.0	12555.0
13	13622	5529	267	1281	0.055634	0.431819	92017	13483	5664	267	4	226352	793.6371967089244	54036.0	22482.0	12555.0
14	13552	5681	268	1073	0.0325742	0.299469	92016	13486	5661	268	5	226352	577.2113997488268	54036.0	22482.0	12555.0
15	13506	5632	281	661	0.0918838	0.357428	91965	13578	5579	281	3	226352	101.78408519999579	54036.0	22482.0	12555.0
16	13586	5665	282	1312	0.0750563	0.346059	91964	13575	5579	282	4	226352	380.4904729424904	54036.0	22482.0	12555.0
17	13716	5457	283	463	0.0913526	0.383197	91963	13573	5580	283	3	91969	449.9611094305818	54532.0	22032.0	12960.0
18	13569	5483	283	17	0.117295	0.25941181182861328	91963	13573	5580	283	1	91969	355.19149764598814	54532.0	22032.0	12960.0
19	13576	5487	288	4091	0.0129963	0.28155	91958	13605	5548	288	12	91969	242.98148077579904	54532.0	22032.0	12960.0
20	13501	5726	284	59	0.10698	0.482542	91962	13568	5577	284	3	226352	479.3047047547103	54036.0	22482.0	12555.0
21	13656	5500	287	120	0.00956242	0.41575	91959	13585	5557	287	2	91969	107.29864864013899	54532.0	22032.0	12960.0
22	13671	5499	289	376	0.00673126	0.506117	91883	13616	5537	289	3	91969	162.5576820700886	54532.0	22032.0	12960.0
23	13559	5595	289	307	0.0307916	0.414593	91883	13616	5537	289	3	91969	459.0697114818184	54532.0	22032.0	12960.0
24	13617	5480	290	277	0.0142334	0.510181	91882	13640	5517	290	3	91969	157.2895419282541	54532.0	22032.0	12960.0
25	13675	5518	289	47	0.015638	0.49234045312759722	91883	13616	5537	289	1	91969	178.4628812946827	54532.0	22032.0	12960.0
26	13788	5386	291	798	0.0224489	0.341216	91873	13679	5437	291	4	91969	800.4804807114288	54532.0	22032.0	12960.0
27	13742	5556	293	238	0.02317	0.412437	91871	13656	5491	293	2	91925	118.45674315968678	54944.0	22340.0	13185.0
28	13778	5913	284	17	0.0583043	0.54764705545762005	91594	13845	5765	284	1	93678	1050.8515594507153	55720.0	23592.0	13635.0
29	14213	5681	253	362	0.0145332	0.380663	90882	14068	5707	253	4	90855	185.76329023787235	56694.0	22762.0	11295.0
30	13941	5655	251	17	0.0171321	0.3629411248599782	90840	14058	5730	251	1	90801	321.23511638673625	56030.0	22626.0	11115.0
32	13989	5812	249	143	0.0229147	0.325734	90800	14052	5741	249	4	90841	202.08908926510605	56114.0	23122.0	11205.0
31	13966	5649	248	1452	0.0266864	0.421322	90799	14066	5766	248	5	90801	174.58808664969095	56030.0	22626.0	11115.0
33	14132	5895	247	708	0.041012	0.452062	90798	14080	5792	247	3	90841	623.9070443583723	56114.0	23122.0	11205.0
34	13968	5675	242	59	0.103976	0.42881354639085678	90793	14096	5785	242	1	90801	284.7191598751303	56030.0	22626.0	11115.0
35	13983	5684	241	1265	0.0369681	0.390356	90792	14105	5783	241	4	90801	307.57763247674563	56030.0	22626.0	11115.0
36	13989	5854	235	839	0.0606292	0.320501	90731	14122	5801	235	4	90768	568.9683646741706	56350.0	23008.0	10620.0
37	14049	5721	236	83	0.0385605	0.401084	90732	14117	5799	236	2	90768	197.71696942852427	56350.0	23008.0	10620.0
38	14098	5906	229	476	0.0121646	0.311324	90699	14173	5825	229	5	90702	120.41594578792295	56482.0	23544.0	10305.0
39	14108	5962	229	171	0.0398512	0.366901	90699	14173	5825	229	4	90702	308.084404019418	56482.0	23544.0	10305.0
40	14126	5926	229	13	0.0174185	0.47846152232243466	90699	14173	5825	229	1	90702	161.50541786577935	56482.0	23544.0	10305.0
41	14200	5956	225	1350	0.0107878	0.307667	90695	14196	5831	225	5	39560	240.78413569004084	56784.0	23588.0	10080.0
42	14177	5722	226	19	0.0300258	0.38842100846140004	90696	14203	5828	226	1	90736	440.01477247928847	56776.0	23046.0	10575.0
43	14056	5762	223	86	0.0164368	0.310698	39557	14205	5819	223	2	39601	125.95634164265013	56336.0	23084.0	9990.0
44	14293	5848	218	169	0.0247971	0.456391	39536	14282	5766	218	2	39639	309.7418279793674	57424.0	23236.0	9720.0
45	14425	5702	217	51	0.0546987	0.41156858556410847	39535	14277	5747	217	1	39671	447.06263543266505	57392.0	22732.0	9450.0
46	14386	5713	216	160	0.0151095	0.373062	39534	14271	5728	216	3	39671	332.2709737548557	57392.0	22732.0	9450.0
47	14351	5832	216	74	0.0272644	0.422838	39534	14271	5728	216	2	39639	94.14881836751856	57424.0	23236.0	9720.0
49	14355	5798	213	178	0.0190453	0.326629	39526	14305	5703	213	3	39639	142.04576727238302	57424.0	23236.0	9720.0
48	14424	5717	214	90	0.0549949	0.414222	39527	14286	5706	214	2	39671	378.565714242587	57392.0	22732.0	9450.0
50	14370	5683	210	754	0.0117081	0.425862	39499	14291	5656	210	4	39671	88.0	57392.0	22732.0	9450.0
51	14349	5571	205	2829	0.00675004	0.353729	39416	14270	5547	205	10	39384	174.70260444538312	57260.0	22184.0	9180.0
52	14212	5729	207	138	0.0279648	0.496304	39418	14281	5592	207	2	39739	133.42038824707413	56748.0	22992.0	9360.0
53	14224	5445	207	111	0.0205996	0.41774763502516188	39418	14281	5592	207	1	39429	203.73512215619573	56968.0	21948.0	9405.0
54	14204	5513	207	37	0.0290161	0.445946	39418	14281	5592	207	2	39429	204.98780451529305	56968.0	21948.0	9405.0
55	14349	5533	205	13	0.0206694	0.3423077509953425	39416	14270	5547	205	1	39384	152.3975065412817	57260.0	22184.0	9180.0
56	14388	5557	201	594	0.0297396	0.424293	39380	14279	5497	201	3	39384	324.6921619010844	57260.0	22184.0	9180.0
57	14329	5338	192	2140	0.0296037	0.376818	39371	14273	5458	192	7	39429	1030.3130592203518	56968.0	21948.0	9405.0
58	14337	5384	191	339	0.0320577	0.386283	39370	14280	5459	191	3	39338	678.3988502348748	57168.0	22176.0	8460.0
59	14345	5371	189	845	0.0278393	0.461231	39330	14279	5451	189	4	39429	1093.1788508748236	56968.0	21948.0	9405.0
60	14412	5386	189	2530	0.023373	0.332316	39330	14279	5451	189	6	39338	794.8893004689395	57168.0	22176.0	8460.0
61	14293	5566	187	1234	0.0202949	0.352066	39328	14265	5435	187	4	39338	98.91915891272023	57168.0	22176.0	8460.0
62	14423	5556	184	31	0.148314	0.60322576953518769	39325	14279	5436	184	1	39338	556.1294813260668	57168.0	22176.0	8460.0
63	14408	5565	182	18	0.189895	0.19000000423855257	39323	14282	5443	182	1	39338	543.370959842353	57168.0	22176.0	8460.0
65	14179	5599	180	36	0.121369	0.42416667938232422	39321	14284	5451	180	1	39338	618.307366930073	57168.0	22176.0	8460.0
64	14413	5587	179	54	0.1375	0.377778	39320	14288	5448	179	2	39338	654.1139044539567	57168.0	22176.0	8460.0
66	14303	5290	175	90	0.025624	0.394111	39316	14294	5436	175	2	-1	9999999.0	-1	-1	-1
67	14281	5553	176	24	0.0585427	0.45416665077209473	39317	14295	5439	176	1	39338	542.9843459990352	57168.0	22176.0	8460.0
68	14363	5395	174	162	0.0335597	0.564012	39315	14294	5433	174	2	39338	912.5634224534753	57168.0	22176.0	8460.0
69	14363	5410	174	149	0.0329602	0.631678	39315	14294	5433	174	2	39338	874.5581741656755	57168.0	22176.0	8460.0
70	14185	5477	175	21	0.0599021	0.59952386220296217	39316	14294	5436	175	1	39338	772.808514445849	57168.0	22176.0	8460.0
71	14365	5507	174	249	0.0386623	0.518835	39315	14294	5433	174	2	39338	709.9774644310902	57168.0	22176.0	8460.0
72	14358	5548	175	116	0.0474647	0.487414	39316	14294	5436	175	2	39338	642.0101245307585	57168.0	22176.0	8460.0
73	14355	5432	168	225	0.0148866	0.238622	39309	14342	5479	168	4	39268	882.4080688661	57732.0	22508.0	7290.0
74	14195	5625	168	72	0.166148	0.29736110899183488	39309	14342	5479	168	1	39268	989.5797087652919	57732.0	22508.0	7290.0
75	14391	5383	165	521	0.0510675	0.370825	39302	14370	5515	165	3	39268	999.5123811139109	57732.0	22508.0	7290.0
76	14380	5441	165	153	0.0528834	0.528628	39302	14370	5515	165	3	39268	785.3056729707229	57732.0	22508.0	7290.0
77	14486	5654	164	246	0.0798779	0.311626	39301	14394	5531	164	2	39268	254.37767197613866	57732.0	22508.0	7290.0
78	14542	5384	164	31	0.0999228	0.37709672989383825	39301	14394	5531	164	1	39268	1069.1024272725228	57732.0	22508.0	7290.0
79	14550	5412	163	847	0.0348018	0.455278	39300	14418	5548	163	2	39268	980.1270325830219	57732.0	22508.0	7290.0
80	14347	5482	164	52	0.0262042	0.418077	39301	14394	5531	164	2	39268	680.3205126997127	57732.0	22508.0	7290.0
81	14383	5656	163	172	0.0140483	0.461977	39300	14418	5548	163	2	39268	235.54405108174564	57732.0	22508.0	7290.0
82	14396	5657	164	52	0.0571502	0.38692305638239932	39301	14394	5531	164	1	39268	210.7225664232476	57732.0	22508.0	7290.0
83	14558	5551	161	374	0.0264283	0.486043	39260	14433	5585	161	5	39268	586.8909609118205	57732.0	22508.0	7290.0
84	14394	5670	162	599	0.0151371	0.4703	39261	14431	5576	162	3	39268	232.20680437919987	57732.0	22508.0	7290.0
85	14430	5602	159	5557	0.0	0.329583	39258	14437	5604	159	8	39268	168.43099477233991	57732.0	22508.0	7290.0
86	14385	5605	158	115	0.0383911	0.48921731036642324	39257	14439	5614	158	1	39268	277.5031531352392	57732.0	22508.0	7290.0
87	14424	5618	154	36	0.0106965	0.43583334816826713	39253	14418	5635	154	1	39204	351.0270644836378	57612.0	22680.0	6660.0
88	14428	5706	151	63	0.0220431	0.38285712590293275	39250	14403	5628	151	1	39204	221.2713266557599	57612.0	22680.0	6660.0
89	14423	5700	148	1472	0.013966	0.411012	39203	14419	5626	148	7	39204	144.22205101855957	57612.0	22680.0	6660.0
90	14367	5679	147	904	0.0188764	0.397754	39202	14436	5614	147	5	39204	155.1031914565268	57612.0	22680.0	6660.0
91	14466	5561	144	23	0.021082	0.406957	39199	14512	5604	144	2	39204	534.7896782848375	57612.0	22680.0	6660.0
92	14357	5654	145	44	0.0369039	0.46227273074063391	39200	14501	5606	145	1	39204	237.01687703621445	57612.0	22680.0	6660.0
93	14496	5526	142	206	0.0418699	0.367184	39197	14533	5601	142	3	39162	657.5712889109438	58008.0	22736.0	6210.0
94	14469	5687	139	2762	0.014186	0.346332	39194	14543	5635	139	7	39162	139.97499776745846	58008.0	22736.0	6210.0
95	14497	5696	140	57	0.0372531	0.418246	39195	14550	5616	140	2	39162	103.94229168149026	58008.0	22736.0	6210.0
96	14510	5504	139	238	0.0742708	0.304496	39194	14543	5635	139	3	39162	722.114256887371	58008.0	22736.0	6210.0
97	14601	5564	130	1397	0.0261916	0.428346	39096	14529	5646	130	5	39162	718.8991584360076	58008.0	22736.0	6210.0
98	14579	5507	130	352	0.0838121	0.561761	39096	14529	5646	130	2	39162	851.8967073536556	58008.0	22736.0	6210.0
99	14417	5663	130	3325	0.0115151	0.411248	39096	14529	5646	130	4	39162	502.25093329928217	58008.0	22736.0	6210.0
100	14626	5739	131	99	0.072891	0.50555566344598324	39097	14535	5645	131	1	39162	627.4081606099812	58008.0	22736.0	6210.0
101	14633	5745	130	432	0.0930793	0.502153	39096	14529	5646	130	2	39162	680.96402254451	58008.0	22736.0	6210.0
102	14656	5753	130	424	0.100234	0.393443	39096	14529	5646	130	2	39162	765.0045751497177	58008.0	22736.0	6210.0
103	14554	5509	130	28	0.123441	0.39571428298950195	39096	14529	5646	130	1	39162	814.164602522119	58008.0	22736.0	6210.0
104	14381	5527	130	32	0.103302	0.39843755960464478	39096	14529	5646	130	1	39162	870.7697743950464	58008.0	22736.0	6210.0
105	14660	5546	130	15	0.081068	0.65933332443237302	39096	14529	5646	130	1	39162	913.0870714230927	58008.0	22736.0	6210.0
106	14539	5561	130	112	0.0238588	0.400179	39096	14529	5646	130	2	39162	627.3499820674263	58008.0	22736.0	6210.0
107	14389	5583	130	322	0.071692	0.42239114512567932	39096	14529	5646	130	1	39162	705.0673726673218	58008.0	22736.0	6210.0
108	14567	5580	130	33	0.0249249	0.30606055982185132	39096	14529	5646	130	1	39162	608.486647347335	58008.0	22736.0	6210.0
109	14584	5583	130	19	0.0373078	0.18368424867328847	39096	14529	5646	130	1	39162	632.771680782255	58008.0	22736.0	6210.0
110	14391	5609	130	13	0.133505	0.38153846447284401	39096	14529	5646	130	1	39162	645.5509275030128	58008.0	22736.0	6210.0
111	14383	5623	130	38	0.115978	0.41210525914242391	39096	14529	5646	130	1	39162	644.7573186866513	58008.0	22736.0	6210.0
112	14442	5627	129	118	0.025259	0.445169	39095	14566	5709	129	2	39162	523.076476244153	58008.0	22736.0	6210.0
113	14381	5641	130	24	0.113477	0.57041668891906738	39096	14529	5646	130	1	39162	627.2479573502013	58008.0	22736.0	6210.0
114	14403	5751	130	119	0.0945961	0.34033600622866333	39096	14529	5646	130	1	39162	598.5315363454126	58008.0	22736.0	6210.0
115	14613	5795	130	15	0.15439	0.54066667556762693	39096	14529	5646	130	1	39162	723.7900248000107	58008.0	22736.0	6210.0
116	14640	5793	129	10925	0.0183283	0.423976	39095	14566	5709	129	4	39162	811.6803558051655	58008.0	22736.0	6210.0
128	14455	5834	129	38	0.0642883	0.52921059257105774	39095	14566	5709	129	1	39162	747.9097539142006	58008.0	22736.0	6210.0
130	14529	5855	129	252	0.0585892	0.43115070887974327	39095	14566	5709	129	1	39162	802.2125653466169	58008.0	22736.0	6210.0
131	14657	5857	129	66	0.123734	0.38575767748283618	39095	14566	5709	129	1	39162	1013.552662667313	58008.0	22736.0	6210.0
132	14419	5858	129	20	0.125329	0.44949994087219236	39095	14566	5709	129	1	39162	871.0137771585476	58008.0	22736.0	6210.0
133	14683	5858	129	17	0.141526	0.4641177233527688	39095	14566	5709	129	1	39162	1082.8744156179885	58008.0	22736.0	6210.0
129	14694	5834	129	25	0.156503	0.29480003356933593	39095	14566	5709	129	1	39162	1055.3904490756015	58008.0	22736.0	6210.0
117	14706	5560	129	14	0.0460607	0.42571428843906944	39095	14566	5709	129	1	39162	1037.2545492790089	58008.0	22736.0	6210.0
118	14609	5585	129	40	0.0218823	0.56925001144409182	39095	14566	5709	129	1	39162	709.9471811339207	58008.0	22736.0	6210.0
119	14589	5584	129	17	0.0266971	0.44352940952076636	39095	14566	5709	129	1	39162	667.1798857879335	58008.0	22736.0	6210.0
120	14710	5703	129	167	0.0244391	0.41718580051810439	39095	14566	5709	129	1	39162	928.453014427763	58008.0	22736.0	6210.0
121	14617	5777	128	111	0.0253901	0.477928	39094	14523	5698	128	2	39162	743.2926745232998	58008.0	22736.0	6210.0
122	14555	5780	129	34	0.0373636	0.45352935791015625	39095	14566	5709	129	1	39162	597.013400184619	58008.0	22736.0	6210.0
123	14474	5799	129	216	0.0211202	0.499167	39095	14566	5709	129	2	39162	623.0321019016596	58008.0	22736.0	6210.0
124	14518	5806	129	177	0.0242839	0.449718	39095	14566	5709	129	2	39162	637.3892060585903	58008.0	22736.0	6210.0
125	14474	5805	128	241	0.0129217	0.55639	39094	14523	5698	128	2	39162	670.2984409947558	58008.0	22736.0	6210.0
126	14423	5825	129	298	0.0365866	0.401174	39095	14566	5709	129	2	39162	762.874170489472	58008.0	22736.0	6210.0
127	14479	5840	129	1456	0.0243531	0.464918	39095	14566	5709	129	2	39162	749.5765471251085	58008.0	22736.0	6210.0
134	14384	5596	128	1316	0.0542058	0.395911961703315	39094	14523	5698	128	1	39162	741.0721962130275	58008.0	22736.0	6210.0
135	14412	5704	128	39	0.0285712	0.50564100803473055	39094	14523	5698	128	1	39162	581.8075283115543	58008.0	22736.0	6210.0
136	14399	5752	128	345	0.0208126	0.50240593509397646	39094	14523	5698	128	1	39162	668.0029940052664	58008.0	22736.0	6210.0
137	14447	5799	128	114	0.0150507	0.4657017891867119	39094	14523	5698	128	1	39162	680.0735254367721	58008.0	22736.0	6210.0
138	14410	5804	128	108	0.0261874	0.44490757694950811	39094	14523	5698	128	1	39162	753.8726682935255	58008.0	22736.0	6210.0
139	14379	5845	128	94	0.068247	0.64329780416285742	39094	14523	5698	128	1	39162	926.9843580125827	58008.0	22736.0	6210.0
140	14687	5741	127	733	0.0706843	0.39927658768012453	39093	14558	5620	127	1	39162	919.0261149717129	58008.0	22736.0	6210.0
144	14479	5703	122	640	0.0564944	0.486953	39088	14533	5628	122	5	39055	911.1399453431948	58640.0	22932.0	4950.0
141	14523	5616	122	8288	0.0	0.41723	39088	14533	5628	122	7	39055	900.5154079747887	58640.0	22932.0	4950.0
142	14469	5684	123	121	0.0380487	0.436777	39089	14536	5623	123	3	39162	687.7855770514528	58008.0	22736.0	6210.0
143	14490	5684	122	294	0.044167	0.361701	39088	14533	5628	122	4	39055	890.1775103876754	58640.0	22932.0	4950.0
145	14386	5759	122	35	0.195209	0.34257142203194757	39088	14533	5628	122	1	39055	1226.2267327048453	58640.0	22932.0	4950.0
146	14395	5720	120	37	0.116416	0.65162163811760987	39049	14543	5622	120	1	39055	1152.737611080683	58640.0	22932.0	4950.0
147	14632	5704	114	61	0.0791509	0.34688518086417774	39043	14560	5557	114	1	39055	241.66091947189145	58640.0	22932.0	4950.0
148	14675	5690	113	180	0.0421977	0.36277758280436201	39042	14563	5542	113	1	39055	226.73552875542023	58640.0	22932.0	4950.0
149	14702	5691	113	14	0.063136	0.39928579330444336	39042	14563	5542	113	1	39055	273.26360899322106	58640.0	22932.0	4950.0
150	14662	5427	110	36	0.0736247	0.40583335028754342	39039	14547	5505	110	1	39055	1224.026143511649	58640.0	22932.0	4950.0
151	14669	5427	107	1188	0.0565149	0.294082	39036	14525	5491	107	7	39055	1231.9484567139975	58640.0	22932.0	4950.0
152	14526	5349	107	708	0.0738779	0.317782	39036	14525	5491	107	4	-1	9999999.0	-1	-1	-1
153	14387	5246	98	380	0.139486	0.33771069175318669	39028	14489	5353	98	1	-1	9999999.0	-1	-1	-1
154	14377	5244	97	1205	0.0781363	0.315336	39027	14451	5340	97	4	-1	9999999.0	-1	-1	-1
155	14505	5179	94	183	0.0845852	0.487486	39024	14440	5322	94	2	-1	9999999.0	-1	-1	-1
156	14306	5356	89	1601	0.0623377	0.312011	39019	14411	5303	89	6	-1	9999999.0	-1	-1	-1
157	14328	5249	89	454	0.0913397	0.365507	39019	14411	5303	89	4	-1	9999999.0	-1	-1	-1
158	14282	5347	86	587	0.0698947	0.378603	39016	14406	5297	86	3	-1	9999999.0	-1	-1	-1
159	14279	5323	84	2587	0.0443407	0.316776	39014	14401	5281	84	7	-1	9999999.0	-1	-1	-1
160	14527	5156	82	676	0.0734107	0.300207	39012	14395	5253	82	6	-1	9999999.0	-1	-1	-1
161	14551	5179	85	116	0.0745624	0.280086	39015	14404	5295	85	2	-1	9999999.0	-1	-1	-1
162	14280	5183	80	2189	0.0473075	0.311708	39010	14387	5252	80	6	-1	9999999.0	-1	-1	-1
163	14513	5254	80	84	0.10188	0.548095	39010	14387	5252	80	2	-1	9999999.0	-1	-1	-1
164	14310	5100	73	418	0.0391925	0.505479	39003	14372	5242	73	5	-1	9999999.0	-1	-1	-1
165	14322	5156	67	1030	0.0252226	0.312126	38997	14358	5231	67	6	-1	9999999.0	-1	-1	-1
166	14278	5117	67	1471	0.0353011	0.319613	38997	14358	5231	67	6	-1	9999999.0	-1	-1	-1
168	14324	5365	61	59	0.07506	0.397966	38991	14362	5217	61	2	-1	9999999.0	-1	-1	-1
167	14245	5262	60	1514	0.0266464	0.25825	38990	14361	5209	60	4	-1	9999999.0	-1	-1	-1
169	14388	5058	58	449	0.0612018	0.401915	38988	14358	5194	58	4	-1	9999999.0	-1	-1	-1
170	14257	5261	58	656	0.0310622	0.423156	38988	14358	5194	58	3	-1	9999999.0	-1	-1	-1
171	14320	5332	60	71	0.0380462	0.568028	38990	14361	5209	60	2	-1	9999999.0	-1	-1	-1
172	14249	5327	53	10	0.154427	0.49099998474121098	38983	14341	5190	53	1	38950	789.5137744206874	57420.0	21092.0	1755.0
173	14176	5262	49	536	0.119135	0.479478	38979	14314	5182	49	2	38950	846.8128482728637	57420.0	21092.0	1755.0
174	14197	5248	41	5990	0.0331458	0.292948	38945	14308	5168	41	12	38950	646.1609706566933	57420.0	21092.0	1755.0
176	14283	5242	45	22	0.0332716	0.39136362075805664	38949	14312	5145	45	1	38950	413.78738501795823	57420.0	21092.0	1755.0
175	14434	5149	44	58	0.0507704	0.39931	38948	14311	5150	44	3	38950	629.6800774996776	57420.0	21092.0	1755.0
177	14326	5251	41	302	0.0415815	0.359404	38945	14308	5168	41	2	38950	171.1724276862369	57420.0	21092.0	1755.0
178	14327	5237	39	1491	0.00870079	0.374199	38943	14287	5152	39	4	38950	182.42806801586207	57420.0	21092.0	1755.0
179	14404	5017	39	68	0.0580081	0.502353	38943	14287	5152	39	2	-1	9999999.0	-1	-1	-1
180	14411	4999	38	163	0.110951	0.48773001454359188	38935	14276	5145	38	1	-1	9999999.0	-1	-1	-1
181	14249	5293	38	27	0.0595176	0.33629622282805272	38935	14276	5145	38	1	38950	433.8213918192601	57420.0	21092.0	1755.0
182	14327	5008	36	836	0.0554077	0.28317	38933	14228	5108	36	2	-1	9999999.0	-1	-1	-1
183	14401	4989	37	15	0.129833	0.35600001017252603	38934	14252	5126	37	1	-1	9999999.0	-1	-1	-1
184	14325	5017	35	717	0.0481468	0.298703	38932	14188	5085	35	2	-1	9999999.0	-1	-1	-1
185	13981	5211	33	223	0.0504024	0.488565	38930	14104	5067	33	3	-1	9999999.0	-1	-1	-1
186	13961	5060	32	20	0.0237772	0.59149999618530269	38929	14060	5072	32	1	-1	9999999.0	-1	-1	-1
187	13949	4968	37	3773	0.0353384	0.308282	38924	13931	5107	37	5	-1	9999999.0	-1	-1	-1
188	14000	5040	40	110	0.0377738	0.570818	38921	13866	5117	40	3	-1	9999999.0	-1	-1	-1
189	13982	5045	40	28	0.0583235	0.34785720280238563	38921	13866	5117	40	1	-1	9999999.0	-1	-1	-1
190	13833	5238	47	390	0.072237	0.439205	38914	13816	5145	47	3	-1	9999999.0	-1	-1	-1
191	13624	5308	54	260	0.0796368	0.438192	38907	13708	5167	54	2	-1	9999999.0	-1	-1	-1
192	13693	5258	57	19	0.0412884	0.51473682805111531	38904	13670	5161	57	1	-1	9999999.0	-1	-1	-1
193	13788	5283	59	84	0.127464	0.43309525081089562	38902	13642	5150	59	1	-1	9999999.0	-1	-1	-1
194	13676	4985	61	106	0.0724467	0.46688691625055279	38900	13612	5131	61	1	-1	9999999.0	-1	-1	-1
195	13421	5025	67	1171	0.0608041	0.286635	38894	13453	5124	67	4	-1	9999999.0	-1	-1	-1
196	13668	5096	65	80	0.0831434	0.55300002098083501	38896	13521	5135	65	1	-1	9999999.0	-1	-1	-1
197	13146	5134	64	66	0.109462	0.62469699166037818	38891	13292	5280	64	1	-1	9999999.0	-1	-1	-1
198	13265	5527	66	220	0.0625746	0.287273	38888	13131	5449	66	2	-1	9999999.0	-1	-1	-1
199	13272	5597	66	51	0.173402	0.40313728182923558	38888	13131	5449	66	1	-1	9999999.0	-1	-1	-1
200	13247	5526	67	188	0.041657	0.33595738512404416	38887	13103	5468	67	1	-1	9999999.0	-1	-1	-1
201	13058	5639	72	1430	0.0169008	0.378573	38882	12971	5524	72	5	-1	9999999.0	-1	-1	-1
202	12803	5560	73	46	0.0264871	0.2452175306237262	38881	12951	5525	73	1	-1	9999999.0	-1	-1	-1
203	12738	5433	77	376	0.0565342	0.298856	38877	12883	5553	77	3	-1	9999999.0	-1	-1	-1
204	12725	5420	78	23	0.16146	0.37913048785665759	38876	12874	5558	78	1	-1	9999999.0	-1	-1	-1
205	12818	5673	81	11	0.0811934	0.27727274461226026	38873	12849	5580	81	1	-1	9999999.0	-1	-1	-1
206	12833	5727	81	236	0.0672314	0.500212	38873	12849	5580	81	2	-1	9999999.0	-1	-1	-1
207	12859	5732	82	939	0.0644617	0.458115	38872	12844	5592	82	4	-1	9999999.0	-1	-1	-1
208	12820	5735	82	234	0.117284	0.38688	38872	12844	5592	82	2	-1	9999999.0	-1	-1	-1
210	12873	5752	83	18	0.216857	0.41277774175008142	38871	12838	5604	83	1	-1	9999999.0	-1	-1	-1
209	12900	5583	87	2697	0.0409884	0.332877	38867	12809	5635	87	9	-1	9999999.0	-1	-1	-1
211	12818	5761	84	116	0.105941	0.34189651752340378	38870	12833	5617	84	1	-1	9999999.0	-1	-1	-1
212	12809	5771	85	396	0.0651635	0.49197	38869	12825	5623	85	4	-1	9999999.0	-1	-1	-1
213	12883	5773	86	172	0.0523951	0.460988	38868	12817	5629	86	4	-1	9999999.0	-1	-1	-1
214	12947	5638	87	800	0.0728585	0.370625	38867	12809	5635	87	3	-1	9999999.0	-1	-1	-1
215	12849	5781	87	161	0.099472	0.34472	38867	12809	5635	87	3	-1	9999999.0	-1	-1	-1
216	12837	5785	88	76	0.0989753	0.319079	38866	12801	5642	88	3	-1	9999999.0	-1	-1	-1
217	12855	5773	88	150	0.0954971	0.4608	38866	12801	5642	88	2	-1	9999999.0	-1	-1	-1
218	12694	5767	97	635	0.0702002	0.356095	38857	12745	5649	97	4	-1	9999999.0	-1	-1	-1
219	12696	5740	97	15	0.104911	0.43200003306070967	38857	12745	5649	97	1	-1	9999999.0	-1	-1	-1
220	12524	5698	102	1356	0.0329503	0.56337	38853	12666	5695	102	5	-1	9999999.0	-1	-1	-1
221	12652	5521	107	219	0.0496888	0.385251	38833	12575	5660	107	3	-1	9999999.0	-1	-1	-1
222	12611	5534	109	616	0.0448115	0.391153	38827	12505	5642	109	4	38775	635.2479830743266	49962.0	21932.0	5265.0
223	12512	5705	107	58	0.0490009	0.46931033298887059	38833	12575	5660	107	1	-1	9999999.0	-1	-1	-1
224	12551	5496	110	460	0.0811958	0.34313	38747	12467	5631	110	3	38775	400.61577602485903	49962.0	21932.0	5265.0
225	12230	5649	119	523	0.0324111	0.364742	38734	12155	5778	119	4	-1	9999999.0	-1	-1	-1
226	12220	5821	120	708	0.0303248	0.420734	38733	12143	5799	120	6	-1	9999999.0	-1	-1	-1
227	12209	5851	120	574	0.0395654	0.463275	38733	12143	5799	120	5	-1	9999999.0	-1	-1	-1
