synapse_id	x_px	y_px	z_px	size_px	distance	detection_uncertainty	node_id	node_x_px	node_y_px	node_z_px
1	7514	6041	242	46	0.175056	0.43630434119183081	141161	7524	6177	242
2	7479	6032	240	14	0.0639428	0.52714289937700542	141159	7510	6181	240
3	7510	6043	240	102	0.0555185	0.57794122134937953	141159	7510	6181	240
4	7575	6236	234	120	0.0665003	0.30983327229817703	141142	7485	6149	234
4	7577	6247	233	382	0.091836	0.31523547746748204	141141	7480	6143	233
4	7576	6250	232	492	0.0598733	0.36565033207094766	141140	7485	6146	232
4	7575	6244	231	335	0.0741815	0.28017901520230881	141139	7490	6150	231
4	7575	6243	230	154	0.0839525	0.32636335298612518	141138	7495	6153	230
5	7441	6147	228	105	0.0885686	0.32219056628999254	141136	7499	6170	228
5	7442	6146	227	107	0.0382879	0.45476638936550817	141135	7501	6179	227
5	7449	6140	226	202	0.0643415	0.44688132257744817	141134	7516	6205	226
6	7506	6146	224	97	0.0372562	0.51505153695332639	141130	7512	6240	224
6	7503	6147	223	162	0.0139919	0.50425903885452827	141129	7541	6251	223
7	7419	6400	223	41	0.068642	0.43000007257228945	141129	7541	6251	223
6	7499	6152	222	389	0.00868951	0.33989725382591585	141128	7539	6240	222
6	7501	6144	221	877	0.0162205	0.36263401288127139	141127	7537	6230	221
6	7509	6138	220	1478	0.0121609	0.25236178799475639	141126	7531	6214	220
8	7478	6208	219	220	0.0227547	0.44954560019753198	141125	7526	6199	219
6	7507	6140	219	1682	0.018064	0.36442959634642536	141125	7526	6199	219
9	7489	6222	219	16	0.0397881	0.37374997138977051	141125	7526	6199	219
9	7474	6207	218	615	0.00808154	0.46487784036775914	141124	7521	6184	218
6	7503	6142	218	1255	0.00611861	0.32570552749937753	141124	7521	6184	218
9	7471	6189	217	969	0.0126621	0.44610904343234004	141123	7521	6183	217
6	7514	6126	217	33	0.0163324	0.40515154058283021	141123	7521	6183	217
9	7465	6178	216	994	0.00345749	0.41017117106938505	141122	7522	6183	216
9	7468	6165	215	549	0.0102203	0.41863385532288822	141120	7556	6185	215
9	7468	6159	214	346	0.0144247	0.33653166666196266	141119	7551	6184	214
10	7552	6332	214	23	0.031033	0.30826087619947351	141119	7551	6184	214
11	7344	6223	213	81	0.054869	0.57098770141601562	141020	7484	6242	213
12	7335	6242	213	16	0.0659439	0.54500001668930054	141020	7484	6242	213
13	7534	6345	213	46	0.0831124	0.53521740954855213	141020	7484	6242	213
14	7536	6371	213	31	0.101794	0.46193547402658774	141020	7484	6242	213
15	7390	6095	200	30	0.0264289	0.55066671371459963	141007	7497	6099	200
15	7393	6093	199	330	0.0174172	0.38669692530776512	141005	7481	6111	199
16	7413	6048	198	41	0.0282862	0.46756088442918731	141004	7486	6106	198
15	7393	6087	198	550	0.0122275	0.36125432794744317	141004	7486	6106	198
16	7395	6079	197	890	0.0179092	0.31410069840677668	141003	7491	6102	197
16	7394	6078	196	921	0.0100678	0.35079184003036779	141002	7497	6098	196
16	7392	6078	195	667	0.00646433	0.28524665889711398	141001	7502	6091	195
16	7395	6073	194	519	0.00660586	0.31082817768545279	141000	7508	6084	194
16	7397	6071	193	454	0.018735	0.32927283736577639	140999	7514	6077	193
16	7400	6061	192	200	0.0128564	0.29655021667480463	140998	7492	6112	192
16	7401	6058	191	44	0.0432923	0.38113628734241833	140954	7470	6147	191
18	7564	6089	191	33	0.0256773	0.35454547766483191	140954	7470	6147	191
17	7499	6008	191	29	0.0400267	0.40655168993719693	140954	7470	6147	191
17	7501	6011	190	11	0.0520412	0.35181817141446203	140953	7491	6137	190
18	7558	6088	190	234	0.0210847	0.30884617210453391	140953	7491	6137	190
19	7627	6194	190	45	0.0768263	0.5966666751437717	140953	7491	6137	190
18	7553	6086	189	482	0.0390259	0.31134856291331692	112593	7465	6212	189
20	7388	6355	189	21	0.0511386	0.25619039081391837	112593	7465	6212	189
18	7550	6088	188	550	0.0215512	0.36760004216974429	140951	7475	6210	188
20	7387	6355	188	121	0.0214292	0.41644627594750772	140951	7475	6210	188
21	7403	6154	188	386	0.0232574	0.54658026028173579	140951	7475	6210	188
22	7621	6193	188	112	0.0370775	0.31776789256504601	140951	7475	6210	188
18	7541	6090	187	467	0.0093985	0.44963599782939645	112062	7486	6162	187
21	7406	6154	187	317	0.0162812	0.57649866338784017	112062	7486	6162	187
22	7628	6197	187	250	0.104527	0.26275994873046871	112062	7486	6162	187
23	7418	6142	187	22	0.0228363	0.71090912818908691	112062	7486	6162	187
24	7385	6153	187	11	0.0502279	0.5427272970026189	112062	7486	6162	187
25	7395	6167	187	64	0.0404122	0.48015624284744263	112062	7486	6162	187
26	7380	6394	186	1015	0.0236747	0.2587580939231835	140949	7470	6342	186
27	7422	6430	186	38	0.0410251	0.38947371432655731	140949	7470	6342	186
26	7380	6393	185	529	0.0096988	0.2945556640625	140948	7462	6326	185
28	7407	6178	185	83	0.0405106	0.50385532608951433	140948	7462	6326	185
26	7387	6412	184	13	0.0824775	0.44307694068321812	140947	7455	6310	184
28	7405	6168	184	849	0.0432188	0.37710222619441991	140947	7455	6310	184
29	7377	6277	184	54	0.0515418	0.3816666779694734	140947	7455	6310	184
28	7405	6168	183	1006	0.0829175	0.13715734159496151	140946	7454	6308	183
29	7378	6278	183	110	0.0652187	0.35009085915305393	140946	7454	6308	183
28	7409	6164	182	605	0.079538	0.36624776036286155	140945	7454	6306	182
29	7379	6280	182	187	0.0812247	0.27657754663477607	140945	7454	6306	182
30	7583	6286	182	37	0.0756546	0.40945950069942993	140945	7454	6306	182
29	7380	6280	181	274	0.0203859	0.24266408655765281	140944	7454	6305	181
30	7578	6285	181	186	0.051085	0.37623661820606524	140944	7454	6305	181
33	7443	6389	180	46	0.0272876	0.44239127117654553	140943	7452	6299	180
32	7565	6236	180	156	0.0806109	0.33884620666503906	140943	7452	6299	180
29	7379	6280	180	335	0.0431535	0.25883565874242076	140943	7452	6299	180
30	7576	6286	180	182	0.0351508	0.34307689457149293	140943	7452	6299	180
31	7594	6212	180	141	0.0814301	0.31716302100648275	140943	7452	6299	180
33	7438	6386	179	284	0.0327074	0.4298236470826915	140942	7450	6293	179
34	7386	6156	179	61	0.041638	0.63688528342325179	140942	7450	6293	179
35	7428	6192	179	166	0.0344096	0.47662652256977123	140942	7450	6293	179
32	7563	6235	179	263	0.0919236	0.36692021010946407	140942	7450	6293	179
29	7379	6279	179	331	0.0275554	0.2277946817910923	140942	7450	6293	179
30	7576	6286	179	190	0.0461468	0.36863166407534953	140942	7450	6293	179
31	7594	6212	179	139	0.0915158	0.38100713277034626	140942	7450	6293	179
33	7442	6375	178	438	0.0123695	0.3139270799889412	140910	7447	6276	178
34	7381	6162	178	59	0.0451093	0.47881355932203384	140910	7447	6276	178
35	7429	6190	178	55	0.0416454	0.40018178766424006	140910	7447	6276	178
32	7561	6232	178	634	0.100904	0.2623334337108143	140910	7447	6276	178
29	7379	6279	178	288	0.0408898	0.21791659461127388	140910	7447	6276	178
30	7571	6285	178	192	0.0810964	0.42869798342386878	140910	7447	6276	178
31	7592	6212	178	75	0.154678	0.26960016886393234	140910	7447	6276	178
33	7445	6369	177	619	0.00963064	0.32604236017328858	140889	7452	6266	177
36	7416	6178	177	20	0.0581463	0.30050001144409177	140889	7452	6266	177
32	7561	6232	177	670	0.0187981	0.17619310065881533	140889	7452	6266	177
29	7381	6277	177	212	0.0270996	0.32745274957620873	140889	7452	6266	177
30	7564	6283	177	157	0.032814	0.42598724365234375	140889	7452	6266	177
31	7599	6211	177	20	0.0478625	0.41150002479553227	140889	7452	6266	177
33	7440	6368	176	509	0.0164131	0.26111907059645134	140888	7480	6238	176
30	7561	6283	176	126	0.0612986	0.47055556282164557	140888	7480	6238	176
32	7561	6232	176	650	0.00992438	0.19779888446514426	140888	7480	6238	176
33	7437	6367	175	344	0.0205477	0.32377917267555412	140887	7497	6239	175
37	7633	6091	175	83	0.0610899	0.38084338084760916	140887	7497	6239	175
32	7560	6232	175	648	0.00915858	0.18381038712866515	140887	7497	6239	175
33	7435	6359	174	23	0.0405595	0.60130434450895898	140886	7514	6239	174
37	7629	6090	174	69	0.107135	0.54246382782424707	140886	7514	6239	174
38	7605	6104	174	50	0.101823	0.47179996490478515	140886	7514	6239	174
32	7562	6230	174	525	0.00765459	0.23474225725446429	140886	7514	6239	174
40	7434	6225	173	36	0.0759703	0.34111107720269096	140885	7531	6240	173
39	7675	6115	173	258	0.100324	0.25387638299040094	140885	7531	6240	173
32	7564	6229	173	358	0.010843	0.2788825860902584	140885	7531	6240	173
41	7415	6261	172	123	0.0214107	0.45479658173351756	140884	7523	6246	172
39	7670	6118	172	80	0.0280251	0.19475002288818355	140884	7523	6246	172
40	7432	6228	172	171	0.0196404	0.34578941300598498	140884	7523	6246	172
40	7429	6229	171	220	0.066284	0.46104538657448513	140883	7516	6253	171
42	7432	6212	171	10	0.074803	0.5329999446868896	140883	7516	6253	171
43	7661	6299	171	146	0.109843	0.6008904600796634	140883	7516	6253	171
44	7592	6395	171	154	0.1098	0.49753233674284703	140883	7516	6253	171
40	7423	6231	170	329	0.068044	0.41349546670189019	140882	7509	6258	170
43	7655	6304	170	226	0.111481	0.28743359050919526	140882	7509	6258	170
44	7597	6391	170	478	0.120276	0.37995814878072698	140882	7509	6258	170
45	7418	6258	170	73	0.0724022	0.46232871486716076	140882	7509	6258	170
46	7399	6275	170	29	0.0770439	0.36206896551724133	140882	7509	6258	170
47	7366	6280	170	153	0.0751137	0.28071903403288401	140882	7509	6258	170
48	7386	6279	170	32	0.0838914	0.48218756914138794	140882	7509	6258	170
49	7633	6366	170	15	0.131096	0.52133337656656908	140882	7509	6258	170
49	7611	6387	169	492	0.0980758	0.52325178937214178	140881	7503	6263	169
43	7650	6306	169	131	0.10724	0.39541981238445256	140881	7503	6263	169
47	7364	6278	169	309	0.061283	0.30556618897274479	140881	7503	6263	169
43	7650	6304	168	55	0.0969877	0.38690913807262073	140880	7502	6263	168
47	7364	6278	168	315	0.118343	0.25587288992745538	140880	7502	6263	168
49	7598	6391	168	375	0.106783	0.44504012044270835	140880	7502	6263	168
50	7407	6185	168	32	0.120239	0.4415624737739563	140880	7502	6263	168
51	7413	6226	168	99	0.104619	0.46595960674863868	140880	7502	6263	168
52	7445	6387	168	103	0.0779647	0.37291258284189166	140880	7502	6263	168
52	7440	6400	167	364	0.114311	0.35247270353547822	140879	7502	6263	167
47	7364	6278	167	313	0.158592	0.26709242750661444	140879	7502	6263	167
52	7440	6401	166	439	0.142681	0.29416838973964266	140878	7500	6268	166
47	7363	6278	166	300	0.204189	0.3096333821614583	140878	7500	6268	166
52	7440	6401	165	533	0.113295	0.22635958387077859	140877	7499	6273	165
47	7363	6275	165	291	0.119092	0.39171833680667423	140877	7499	6273	165
52	7439	6403	164	602	0.0866907	0.20269014985854439	140876	7500	6273	164
53	7399	6135	164	16	0.174901	0.45624995231628418	140876	7500	6273	164
54	7616	6237	164	1251	0.171958	0.52586734323478712	140876	7500	6273	164
47	7365	6266	164	466	0.150185	0.4050215692479211	140876	7500	6273	164
47	7366	6259	163	511	0.0451691	0.41097849269202547	140875	7501	6273	163
52	7437	6404	163	834	0.0537938	0.19405227770908273	140875	7501	6273	163
53	7402	6135	163	98	0.0468016	0.38663260790766507	140875	7501	6273	163
54	7618	6240	163	1512	0.0257459	0.42183241263899218	140875	7501	6273	163
55	7522	6124	163	22	0.0607096	0.50636365196921607	140875	7501	6273	163
56	7531	6125	163	33	0.0756137	0.48151519081809302	140875	7501	6273	163
57	7534	6139	163	63	0.0673061	0.59206341940259177	140875	7501	6273	163
58	7472	6150	163	38	0.0454403	0.47157894937615641	140875	7501	6273	163
59	7529	6159	163	13	0.0441915	0.24692307985745943	140875	7501	6273	163
60	7618	6276	163	20	0.0452279	0.53800005912780757	140875	7501	6273	163
61	7571	6379	163	22	0.0508243	0.5236363410949707	140875	7501	6273	163
47	7364	6260	162	373	0.126578	0.4148523161941815	140874	7503	6273	162
52	7437	6403	162	1041	0.0825036	0.27626270656970464	140874	7503	6273	162
54	7594	6244	162	455	0.0802206	0.48654976310310782	140874	7503	6273	162
59	7532	6143	162	472	0.0865593	0.44381345328638111	140874	7503	6273	162
60	7638	6250	162	947	0.0960839	0.4613622325023099	140874	7503	6273	162
61	7570	6378	162	58	0.102374	0.48034490388015216	140874	7503	6273	162
62	7503	6181	162	119	0.0837511	0.49352950408679097	140874	7503	6273	162
63	7512	6314	162	36	0.0774693	0.42055543263753259	140874	7503	6273	162
64	7619	6205	161	29	0.0633391	0.39034488283354662	140873	7505	6277	161
65	7630	6259	161	17	0.0582253	0.42117634941549864	140873	7505	6277	161
47	7372	6244	161	30	0.0774109	0.41466668446858723	140873	7505	6277	161
52	7438	6403	161	1078	0.0554978	0.21280195982867578	140873	7505	6277	161
54	7593	6247	161	173	0.0455787	0.50601143368406798	140873	7505	6277	161
59	7533	6148	161	355	0.0570695	0.35200006189480637	140873	7505	6277	161
60	7644	6244	161	640	0.0517991	0.50198383331298824	140873	7505	6277	161
62	7503	6181	161	154	0.0520804	0.43461024296748174	140873	7505	6277	161
63	7512	6315	161	30	0.0420107	0.5263334274291992	140873	7505	6277	161
52	7436	6408	160	635	0.130276	0.36823581485297741	140872	7507	6281	160
59	7531	6153	160	235	0.0990246	0.38587224432762635	140872	7507	6281	160
60	7645	6240	160	242	0.0697672	0.61677677375225981	140872	7507	6281	160
62	7503	6182	160	115	0.0751649	0.41495653235394026	140872	7507	6281	160
63	7516	6326	160	87	0.0607489	0.40448274283573549	140872	7507	6281	160
66	7517	6179	159	24	0.0971443	0.54333337148030592	140871	7511	6278	159
52	7434	6412	159	260	0.115641	0.45607710618239183	140871	7511	6278	159
59	7528	6163	159	164	0.0862618	0.37445119532143201	140871	7511	6278	159
62	7506	6186	159	57	0.100723	0.60140352081834225	140871	7511	6278	159
63	7514	6328	159	252	0.0594762	0.29392866104368176	140871	7511	6278	159
66	7521	6175	158	386	0.0995059	0.44139933215521776	140870	7515	6274	158
63	7514	6329	158	326	0.0798586	0.25527621778242426	140870	7515	6274	158
66	7518	6179	157	303	0.0540097	0.38782146189472466	140869	7520	6271	157
67	7581	6298	157	57	0.0290279	0.56736849065412553	140869	7520	6271	157
68	7386	6297	157	113	0.0519316	0.57504427749498754	140869	7520	6271	157
69	7625	6296	157	24	0.0485449	0.45166663328806556	140869	7520	6271	157
70	7572	6397	157	184	0.0280243	0.46467387157937756	140869	7520	6271	157
63	7519	6327	157	473	0.00775109	0.32818197044711284	140869	7520	6271	157
66	7513	6185	156	118	0.105917	0.25050851854227352	140868	7519	6274	156
67	7585	6297	156	131	0.0678205	0.54770998190377507	140868	7519	6274	156
68	7385	6304	156	30	0.0780529	0.46399993896484371	140868	7519	6274	156
70	7567	6400	156	127	0.0942711	0.47259833869032974	140868	7519	6274	156
71	7642	6258	156	10	0.112618	0.28400006294250491	140868	7519	6274	156
72	7616	6268	156	192	0.0837644	0.45552098751068115	140868	7519	6274	156
63	7519	6327	156	400	0.0524983	0.2928746032714844	140868	7519	6274	156
73	7589	6406	155	22	0.0935149	0.36272720857100049	140867	7518	6276	155
72	7618	6265	155	154	0.0807943	0.42779223949878242	140867	7518	6276	155
70	7568	6399	155	121	0.0763623	0.42636360609826962	140867	7518	6276	155
63	7520	6329	155	146	0.0683634	0.44650676152477531	140867	7518	6276	155
72	7620	6263	154	111	0.0966087	0.42684671900293847	140866	7517	6279	154
74	7639	6255	154	23	0.104023	0.38043469968049426	140866	7517	6279	154
75	7417	6299	151	425	0.109937	0.3140001005284927	140827	7525	6282	151
75	7419	6292	150	597	0.0886326	0.31211068362646566	140826	7525	6270	150
75	7419	6290	149	638	0.102271	0.3115200891763813	140825	7526	6258	149
76	7661	6121	149	37	0.064004	0.35756760674553945	140825	7526	6258	149
77	7674	6125	149	37	0.0789914	0.52378376110180003	140825	7526	6258	149
78	7382	6407	149	16	0.199547	0.52875000238418579	140825	7526	6258	149
75	7416	6290	148	394	0.10801	0.3987053808221962	140824	7527	6247	148
77	7674	6123	148	55	0.10204	0.43999994451349433	140824	7527	6247	148
79	7645	6099	148	22	0.0935853	0.53727275674993336	140824	7527	6247	148
80	7668	6100	148	103	0.103797	0.43330079606435834	140824	7527	6247	148
81	7645	6123	148	14	0.096986	0.58214276177542557	140824	7527	6247	148
82	7662	6146	148	232	0.0732597	0.47375001578495424	140824	7527	6247	148
83	7674	6161	148	68	0.0832569	0.46897069145651427	140824	7527	6247	148
84	7649	6168	148	27	0.0632962	0.57074077041060844	140824	7527	6247	148
85	7658	6192	148	780	0.0350069	0.51106410882411857	140824	7527	6247	148
86	7622	6271	148	34	0.0561325	0.3105882195865407	140824	7527	6247	148
80	7661	6105	147	847	0.0358733	0.45012984562933511	140823	7526	6241	147
81	7635	6122	147	344	0.0303761	0.51732573398323944	140823	7526	6241	147
82	7662	6143	147	205	0.0741394	0.46078063220512577	140823	7526	6241	147
83	7675	6162	147	10	0.12065	0.39799995422363277	140823	7526	6241	147
85	7650	6189	147	1401	0.0346339	0.48009299823507767	140823	7526	6241	147
86	7620	6276	147	372	0.0286109	0.28172064340242775	140823	7526	6241	147
87	7628	6149	147	129	0.0336785	0.4735660405122033	140823	7526	6241	147
88	7623	6198	147	21	0.0407445	0.39619055248442148	140823	7526	6241	147
89	7587	6251	147	285	0.0262355	0.3785611336691338	140823	7526	6241	147
90	7476	6321	147	94	0.0772874	0.50680866647273937	140823	7526	6241	147
85	7651	6189	146	1231	0.0856072	0.49669354064594329	140822	7526	6236	146
86	7616	6273	146	644	0.0412437	0.30091568846139849	140822	7526	6236	146
87	7653	6114	146	2269	0.0426855	0.45347808394047484	140822	7526	6236	146
89	7586	6248	146	225	0.0274296	0.40640001085069444	140822	7526	6236	146
90	7475	6322	146	132	0.0525644	0.51583350788463245	140822	7526	6236	146
91	7408	6164	146	112	0.0921663	0.53383932794843403	140822	7526	6236	146
92	7503	6222	146	558	0.0096862	0.52989256937443996	140822	7526	6236	146
93	7512	6245	146	11	0.0222628	0.6590908874164928	140822	7526	6236	146
94	7492	6319	146	10	0.0645945	0.38100004196166992	140822	7526	6236	146
96	7566	6140	145	75	0.0268099	0.46360000610351559	140821	7526	6231	145
97	7675	6160	145	10	0.1162	0.46099996566772461	140821	7526	6231	145
85	7651	6186	145	882	0.0482109	0.4833903063992524	140821	7526	6231	145
87	7650	6111	145	2750	0.0406126	0.37984006569602269	140821	7526	6231	145
89	7608	6266	145	965	0.0182727	0.36980277738422929	140821	7526	6231	145
90	7474	6321	145	22	0.0820272	0.55454544587568799	140821	7526	6231	145
91	7408	6164	145	231	0.101489	0.43757576550240129	140821	7526	6231	145
93	7504	6221	145	1910	0.0	0.27678165136207455	140821	7526	6231	145
95	7611	6133	145	103	0.0260341	0.44310679019076149	140821	7526	6231	145
96	7624	6125	144	4068	0.016268	0.43153397851754549	140820	7542	6249	144
98	7683	6177	144	23	0.103028	0.53521736808445142	140820	7542	6249	144
85	7648	6174	144	445	0.0539314	0.45334825837210324	140820	7542	6249	144
89	7616	6273	144	550	0.0276081	0.32163607510653414	140820	7542	6249	144
90	7476	6320	144	59	0.0251979	0.57610169103590114	140820	7542	6249	144
91	7408	6165	144	339	0.0674083	0.28471982162610621	140820	7542	6249	144
93	7506	6222	144	1519	0.0271304	0.49739236436131917	140820	7542	6249	144
96	7611	6132	143	2454	0.0212443	0.50649494646813875	140819	7535	6257	143
85	7651	6165	143	241	0.0362023	0.53149388736709025	140819	7535	6257	143
89	7618	6280	143	209	0.0296493	0.39923420591217484	140819	7535	6257	143
91	7403	6169	143	514	0.0901052	0.33169223176830009	140819	7535	6257	143
93	7506	6220	143	1508	0.00695674	0.5492570305376534	140819	7535	6257	143
96	7596	6132	142	783	0.030703	0.50808431301384904	140818	7528	6265	142
91	7398	6172	142	674	0.0333569	0.3659194810454145	140818	7528	6265	142
85	7653	6161	142	19	0.0375416	0.51789474487304688	140818	7528	6265	142
96	7583	6141	141	317	0.023285	0.54835957909232058	140817	7497	6275	141
91	7385	6176	141	847	0.0270289	0.30414409254630315	140817	7497	6275	141
91	7376	6180	140	416	0.0668669	0.30528868161714995	140630	7467	6286	140
99	7568	6430	139	90	0.2026	0.44899999830457904	140629	7448	6286	139
99	7566	6431	138	49	0.219856	0.53489790157395967	140628	7430	6285	138
100	7246	6429	136	106	0.0185244	0.39169822548920252	140626	7391	6299	136
100	7247	6421	135	683	0.0157681	0.27852115659029553	140625	7371	6306	135
101	7431	6455	135	16	0.15399	0.32125002145767212	140625	7371	6306	135
104	7209	6345	134	86	0.0420783	0.44034878043241277	140624	7352	6313	134
100	7248	6419	134	945	0.0399664	0.30597853887648807	140624	7352	6313	134
102	7249	6185	134	36	0.0890748	0.43361123402913415	140624	7352	6313	134
103	7223	6192	134	136	0.0817954	0.24632336111629716	140624	7352	6313	134
100	7249	6416	133	1029	0.0151155	0.22434459274781338	140542	7333	6320	133
102	7248	6183	133	75	0.0558651	0.59346664428710938	140542	7333	6320	133
103	7219	6190	133	326	0.0495224	0.32233148118469612	140542	7333	6320	133
104	7208	6350	133	215	0.0160081	0.35125590479651159	140542	7333	6320	133
105	7185	6186	133	43	0.0580904	0.42255814130916147	140542	7333	6320	133
106	7189	6402	133	111	0.032488	0.50225225225225223	140542	7333	6320	133
100	7251	6410	132	829	0.0132508	0.33320807260253316	140541	7357	6290	132
103	7231	6181	132	722	0.0751567	0.29203576592527269	140541	7357	6290	132
104	7209	6351	132	109	0.0137086	0.41706435177304324	140541	7357	6290	132
107	7275	6178	132	10	0.0696954	0.47699999809265137	140541	7357	6290	132
108	7430	6317	132	23	0.0244592	0.71434783935546875	140541	7357	6290	132
109	7454	6317	132	26	0.0400299	0.35153851142296422	140541	7357	6290	132
110	7410	6331	132	17	0.0256221	0.44823528738582841	140541	7357	6290	132
111	7439	6345	132	300	0.0344192	0.47360005696614582	140541	7357	6290	132
112	7211	6384	132	236	0.0157213	0.32029652999619307	140541	7357	6290	132
100	7261	6397	131	366	0.0331046	0.39814224660070863	140540	7381	6260	131
103	7249	6168	131	764	0.0835526	0.24026089813072649	140540	7381	6260	131
111	7431	6335	131	1746	0.0144571	0.51671807462816788	140540	7381	6260	131
113	7502	6239	131	125	0.040794	0.54256002807617187	140540	7381	6260	131
114	7494	6253	131	83	0.0388157	0.49192764098385733	140540	7381	6260	131
115	7483	6330	131	30	0.0695196	0.61166664759318035	140540	7381	6260	131
116	7402	6352	131	78	0.0518523	0.50846148759890819	140540	7381	6260	131
114	7498	6245	130	405	0.0427148	0.60859265739535107	140538	7474	6183	130
115	7483	6331	130	41	0.0730454	0.57073174453363185	140538	7474	6183	130
117	7353	6053	130	61	0.152979	0.25688527842037012	140538	7474	6183	130
111	7429	6317	130	1251	0.02104	0.4704078534047762	140538	7474	6183	130
114	7502	6239	131	125	0.0356452	0.54256002807617187	140537	7555	6101	131
118	7674	6121	131	17	0.0529858	0.57999997980454387	140537	7555	6101	131
119	7778	5796	131	197	0.0245324	0.5161929445218314	140536	7722	5939	131
119	7786	5808	130	31	0.0793066	0.44774196993920112	140535	7737	5956	130
129	7874	6006	129	20	0.159417	0.47049999237060547	140534	7752	5974	129
130	7900	6014	129	23	0.212172	0.53217390309209411	140534	7752	5974	129
131	7892	6057	129	284	0.146172	0.32070401688696637	140534	7752	5974	129
132	7760	6065	129	446	0.0747906	0.32625555885212298	140534	7752	5974	129
133	7814	6052	129	27	0.115933	0.46259258411548754	140534	7752	5974	129
134	7854	6072	129	53	0.13523	0.40943394067152494	140534	7752	5974	129
135	7672	6110	129	610	0.0790071	0.49468869068583499	140534	7752	5974	129
136	7838	6096	129	53	0.151519	0.44056604493339102	140534	7752	5974	129
137	7899	6110	129	89	0.184828	0.46539332357685215	140534	7752	5974	129
138	7858	6119	129	90	0.190049	0.32422222561306424	140534	7752	5974	129
128	7901	5994	129	13	0.214528	0.51538460071270276	140534	7752	5974	129
120	7803	5828	129	168	0.0946769	0.36303565615699407	140534	7752	5974	129
121	7806	5853	129	51	0.0955627	0.50509804370356548	140534	7752	5974	129
122	7783	5914	129	662	0.0139987	0.5053019912581429	140534	7752	5974	129
123	7765	5901	129	31	0.0747805	0.46516129278367568	140534	7752	5974	129
124	7648	5950	129	730	0.0709369	0.41865740214308644	140534	7752	5974	129
125	7691	5942	129	65	0.0806805	0.31400005634014427	140534	7752	5974	129
126	7717	5967	129	58	0.0179868	0.34758627003636855	140534	7752	5974	129
127	7901	5977	129	11	0.177496	0.71727273680947046	140534	7752	5974	129
139	7681	5794	127	38	0.10457	0.38289476695813629	140507	7719	5942	127
140	7769	5794	127	29	0.106274	0.31172416950094284	140507	7719	5942	127
141	7806	5833	127	756	0.140026	0.42859782869853669	140507	7719	5942	127
142	7780	5806	127	61	0.109419	0.58000001751008579	140507	7719	5942	127
143	7570	5848	127	20	0.170744	0.42699999809265132	140507	7719	5942	127
144	7785	5881	127	57	0.143419	0.49017548142817979	140507	7719	5942	127
145	7754	5898	127	501	0.0400189	0.31085862942084586	140507	7719	5942	127
146	7793	5913	127	574	0.104645	0.45353656197258818	140507	7719	5942	127
147	7667	5900	127	76	0.073929	0.53000008432488688	140507	7719	5942	127
148	7732	5899	127	32	0.0523765	0.52406248450279236	140507	7719	5942	127
149	7725	5911	127	108	0.0195569	0.56574083257604535	140507	7719	5942	127
150	7771	5932	127	350	0.0571417	0.46774296351841516	140507	7719	5942	127
151	7820	5923	127	172	0.112559	0.36831394461698308	140507	7719	5942	127
152	7639	5941	127	1974	0.0577244	0.44285167628387789	140507	7719	5942	127
153	7706	5926	127	51	0.0164162	0.27215688368853397	140507	7719	5942	127
154	7742	5928	127	49	0.0271272	0.56816326842016096	140507	7719	5942	127
155	7696	5941	127	56	0.0145428	0.4573214054107666	140507	7719	5942	127
156	7774	5959	127	43	0.0816043	0.32651169355525522	140507	7719	5942	127
157	7699	5989	127	980	0.0218777	0.3526428845463967	140507	7719	5942	127
158	7825	6001	127	363	0.137069	0.5339669471929881	140507	7719	5942	127
159	7800	5999	127	45	0.115418	0.35955547756618922	140507	7719	5942	127
160	7800	6017	127	132	0.0979514	0.39022717331395007	140507	7719	5942	127
161	7866	6017	127	96	0.172931	0.50197931130727125	140507	7719	5942	127
162	7579	6046	127	588	0.0750995	0.37979556751899979	140507	7719	5942	127
163	7774	6046	127	44	0.116602	0.4465909437699751	140507	7719	5942	127
164	7759	6064	127	443	0.110509	0.36692985724111171	140507	7719	5942	127
165	7818	6052	127	41	0.142644	0.4682927015351086	140507	7719	5942	127
166	7779	6069	127	32	0.144133	0.33156251907348633	140507	7719	5942	127
167	7852	6073	127	95	0.158238	0.32547358462685028	140507	7719	5942	127
168	7868	6076	127	36	0.190236	0.66333331002129448	140507	7719	5942	127
169	7808	6086	127	119	0.14462	0.33168074663947611	140507	7719	5942	127
170	7695	6089	127	60	0.0913766	0.36516666412353516	140507	7719	5942	127
169	7807	6085	126	100	0.117979	0.26870010375976561	140506	7719	5940	126
151	7821	5922	126	36	0.147475	0.38194449742635095	140506	7719	5940	126
152	7633	5945	126	107	0.0534201	0.6230842376423773	140506	7719	5940	126
154	7749	5902	126	741	0.0311403	0.21663880959535253	140506	7719	5940	126
157	7697	5989	126	1075	0.00684776	0.27997161155523254	140506	7719	5940	126
169	7809	6087	125	73	0.102115	0.34712328976147799	140505	7721	5940	125
154	7752	5897	125	507	0.0598629	0.17189281696868841	140505	7721	5940	125
157	7703	5989	125	669	0.0118458	0.28919182336918436	140505	7721	5940	125
154	7749	5899	124	603	0.0158205	0.19116003438212581	140504	7723	5940	124
157	7707	5993	124	761	0.0420306	0.31107774451277104	140504	7723	5940	124
154	7746	5902	123	693	0.0144309	0.22584372956687415	140503	7726	5949	123
171	7834	6097	123	100	0.037936	0.25780014038085941	140503	7726	5949	123
